R0000100,R0003300,R0005700,R0060300,R1051600,R1302000,R1302100,R1303400,R6235600,R6502300,R6513700,R6516200,R6520300,R6553600,R7289200,R7289400,R7293430,R7312300,R7329900,R7330000,R7337600,R7344600,R7344700,R7347500,R7347600,R7347700,R7477700,R7477800,R7610300
991,1,-4,118,-4,0,-4,3,15,-4,56,1,6,-4,0,1,490,-4,4,80000,-4,1,1,2500,5000,2500,3,1,0
993,6,20,107,-4,0,-4,3,15,-4,56,4,-4,-4,0,0,465,-4,3,35000,-4,1,0,0,0,10000,3,0,0
1008,6,-4,93,-4,0,-4,1,15,-4,52,1,6,-4,0,1,477,39500,2,-2,-4,2,1,0,10000,0,3,1,0
1010,1,18,123,-4,0,-4,10,12,-4,57,1,2,-4,0,1,611,-4,1,50000,-4,1,0,6000,4000,0,3,0,0
1018,1,18,78,-4,-5,-5,-5,12,-4,58,4,-4,-4,0,1,633,30000,4,25000,-4,3,0,0,0,10000,3,2,0
1019,6,-4,125,-4,0,-4,-4,18,-4,51,1,8,-4,0,0,468,-4,2,30000,-4,1,0,3300,3300,3300,3,1,0
1021,6,-4,-4,-4,1,-4,-4,13,-4,49,4,-4,-4,0,-4,379,29000,2,40000,-4,2,0,10000,0,0,3,2,0
1025,6,-4,-4,-4,1,10,8,12,-4,52,6,-4,-4,1,1,426,43000,4,55000,-4,2,0,6000,0,4000,3,0,0
1026,6,-4,89,-4,0,-4,2,15,-4,53,1,4,-4,0,1,373,50000,7,-2,-4,2,1,0,0,0,3,1,0
1034,1,17,80,-4,0,-4,-4,12,-4,60,1,6,-4,0,-4,379,43000,2,50000,-4,1,1,0,0,10000,3,0,0
1041,1,17,75,-4,1,5,4,12,-4,56,1,4,-4,1,-4,373,-4,5,-2,-4,2,0,10000,0,0,3,0,1
1045,1,20,115,-4,0,-4,2,16,-4,59,1,8,-4,0,0,487,-4,3,-2,-4,2,1,3000,3500,3500,3,0,0
1051,1,18,120,14,0,-4,-4,14,-4,55,1,10,-4,0,-2,381,4400,2,-2,-4,1,0,1000,1000,1000,3,1,0
1052,6,-4,90,-4,0,-4,-4,18,-4,52,1,6,-4,0,-4,578,5200,3,-2,-4,2,1,3300,3300,3300,3,1,0
1064,6,-4,123,-4,0,-4,1,18,-4,51,1,8,-4,0,1,456,75000,2,12000,1,1,1,0,0,10000,3,1,0
1078,6,20,107,-4,0,-4,1,12,-4,58,3,-4,8,0,1,373,35000,2,40000,-4,1,1,2000,5000,3000,3,0,0
1096,6,-4,115,-4,0,-4,-4,15,-4,50,1,7,-4,0,-4,379,-4,3,-2,-4,1,1,0,0,0,3,1,1
1097,6,-4,95,-4,0,-4,-4,12,-4,52,1,4,-4,0,-4,559,12000,2,-2,-4,1,0,-2,-2,-2,3,0,0
1099,6,-4,107,12,0,-4,-4,12,-4,52,1,9,-4,0,-4,416,24000,3,-2,-4,1,1,5000,1000,4000,3,0,0
1104,6,-4,99,-4,0,-4,5,-5,-4,51,4,-4,-4,0,1,385,26000,2,-2,-4,2,0,-2,-2,-2,3,2,1
1117,6,-4,115,-4,0,-4,20,18,-4,50,1,8,-4,0,1,373,46500,2,-2,-4,1,1,3500,3500,3000,3,0,0
1127,1,17,122,-4,0,-4,5,12,-4,60,1,8,-4,0,1,553,10000,3,80000,-4,2,0,10000,0,0,3,0,0
1134,6,-4,-4,-4,0,-4,2,15,-4,53,1,10,-4,0,1,543,8840,3,70000,1,2,0,3333,3333,3333,3,1,0
1167,1,18,94,-4,0,-4,-4,12,-4,57,1,6,-4,0,1,373,-4,2,-2,-4,1,0,1000,1000,8000,3,0,0
1169,6,-4,111,-4,0,-4,2,12,-4,53,4,-4,-4,0,1,453,61000,3,63000,-4,1,0,3300,3300,3400,3,1,0
1188,6,-4,-4,-4,1,-4,-4,-5,-4,50,1,6,-4,1,1,428,-4,5,75000,-4,2,1,7000,3000,0,3,0,0
1204,6,-4,102,13,1,20,4,13,-4,51,1,-4,-4,1,1,481,39000,2,40000,-4,3,0,1000,4000,5000,3,0,0
1242,6,-4,120,-4,0,-4,1,16,-4,52,4,-4,8,1,1,373,47000,4,-2,-4,1,0,0,5000,5000,3,0,0
1245,6,-4,112,-4,0,-4,2,14,-4,51,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,0
1247,6,-4,-4,-4,0,-4,2,18,-4,50,1,10,-4,0,1,620,-4,2,-2,-4,2,0,5000,0,5000,3,1,0
1263,6,18,92,-4,0,-4,30,12,-4,57,1,4,-4,0,1,420,14000,2,-2,-4,1,0,0,0,10000,3,1,0
1271,6,18,105,-4,0,-4,-4,12,-4,57,1,6,-4,0,-4,553,8000,4,-2,-4,2,1,8000,2000,0,3,2,0
1272,6,-4,124,-4,0,-4,3,18,-4,53,1,10,-4,0,1,497,6500,5,48000,-4,3,1,5000,2500,2500,3,2,0
1288,6,-4,-4,16,0,-4,1,18,-4,54,1,10,-4,0,0,572,59000,3,-2,1,2,1,0,2500,7500,3,1,0
1293,6,-4,85,-4,0,-4,1,-5,-4,55,6,-4,-4,0,0,517,35000,3,12000,-4,2,1,5000,0,5000,3,0,0
1297,6,-4,108,-4,0,-4,3,14,-4,51,4,-4,-4,0,0,628,-4,7,35000,-4,4,0,0,0,10000,3,0,0
1302,6,-4,123,-4,1,10,1,12,-4,52,1,4,-4,1,0,458,14000,3,55000,-4,2,0,0,0,10000,3,2,0
1319,6,-4,-4,16,0,-4,2,18,-4,50,1,10,-4,0,1,424,62000,1,75000,-4,1,1,7500,1000,1500,3,1,0
1384,1,18,96,-4,0,-4,-4,12,-4,58,1,5,-4,0,-4,539,-4,5,40000,-4,2,1,0,2000,0,3,0,0
1395,1,-4,119,-4,0,-4,5,18,-4,57,1,4,-4,0,-4,427,-4,2,-2,-4,1,1,-2,-2,-2,3,0,0
1427,6,-4,92,-4,0,-4,-4,12,-4,51,1,6,-4,0,-4,373,23000,2,32000,-4,1,0,0,0,10000,3,0,0
1433,1,19,-4,-4,0,-4,2,18,-4,58,4,-4,4,0,1,505,-4,2,54000,-4,1,1,3500,3500,3000,3,1,0
1455,1,18,97,-4,0,-4,2,12,-4,59,1,10,-4,0,1,424,-4,1,100000,-4,1,0,2000,0,8000,3,0,0
1471,6,-4,117,-4,0,-4,1,17,-4,50,1,4,-4,0,1,511,28000,5,90000,-4,2,0,5000,5000,0,3,0,0
1500,6,-4,-4,-4,0,-4,-4,12,-4,50,1,-4,-4,0,0,476,15500,3,15000,-4,2,0,5000,0,5000,3,0,1
1504,1,17,120,-4,0,-4,20,-5,-4,56,1,4,-4,0,1,424,-4,5,50000,-4,2,1,3300,3300,3300,3,0,0
1515,1,22,106,-4,0,-4,4,16,-4,59,1,10,-4,0,1,510,-4,2,90000,-4,1,0,0,0,10000,3,0,0
1522,6,-4,104,-4,1,20,2,12,-4,51,1,7,-4,1,1,541,11000,3,50000,-4,1,1,5000,2500,2500,3,0,0
1525,6,18,110,-4,0,-4,-4,12,-4,58,1,9,-4,0,-4,554,19414,2,24000,-4,2,1,0,0,10000,3,1,0
1526,1,17,79,-4,0,-4,-4,12,-4,57,1,4,-4,0,-4,375,-4,2,25000,-4,1,0,10000,0,0,3,1,0
1531,6,-4,-4,-4,1,15,-4,12,-4,51,4,-4,-4,-1,-4,-4,-4,-1,-1,-4,-1,-1,-1,-1,-1,3,0,0
1540,6,18,94,-4,1,10,-4,12,-4,54,1,8,-4,0,1,528,12000,4,75000,-4,2,0,2000,6000,2000,3,1,1
1547,6,-4,120,-4,0,-4,28,17,-4,55,1,10,-4,0,1,373,38000,2,-2,-4,1,1,10000,0,0,3,0,0
1556,6,-4,111,-4,0,-4,2,16,-4,50,1,4,-4,0,-4,506,-4,2,-2,-4,1,1,-2,-2,-2,3,0,0
1559,6,-4,-4,-4,0,-4,-4,12,-4,50,1,-4,-4,0,-4,373,38000,4,15000,-4,2,0,3300,3300,3400,3,0,0
1560,1,16,90,-4,0,-4,-4,11,-4,52,3,-4,-4,0,-4,373,-4,2,-2,-4,1,0,1000,1000,100,3,0,0
1563,6,-4,117,-4,0,-4,1,18,-4,54,4,-4,-4,0,1,465,69000,2,50000,-4,2,1,0,10000,0,3,0,0
1595,1,20,116,14,0,-4,-4,14,-4,56,1,5,-4,0,0,561,4900,3,25000,-4,2,0,5000,0,5000,3,0,0
1598,1,17,90,-4,0,-4,-4,-5,-4,59,4,-4,-4,0,0,556,16000,4,16000,-4,1,0,5000,2500,2500,3,0,0
1599,1,21,101,16,1,10,8,16,-4,57,1,10,-4,0,1,373,12000,2,12000,-4,1,1,0,5000,5000,3,0,1
1613,6,-4,131,-4,0,-4,-4,12,-4,52,1,6,-4,0,0,541,8000,3,30000,-4,2,1,0,0,10000,3,0,0
1619,1,17,106,-4,0,-4,2,12,3,59,1,10,-4,0,1,373,-4,1,70000,-4,1,0,3300,3300,3400,3,0,0
1622,6,-4,94,-4,0,-4,-4,16,-4,52,1,10,-4,0,1,373,11000,4,60000,-4,2,1,0,0,10000,3,1,0
1647,6,-4,108,-4,0,-4,20,13,-4,52,1,8,-4,1,1,457,18000,2,80000,-4,2,1,0,5000,5000,3,1,0
1664,6,-4,108,-4,-5,-5,-5,17,-4,52,1,10,-4,0,1,638,140000,7,100000,-4,2,1,2500,5000,2500,3,0,0
1671,6,-4,-4,-4,1,10,-4,9,-4,50,1,1,-4,1,-4,640,54,3,-2,-4,2,0,0,0,10000,3,0,0
1706,1,23,115,-4,0,-4,-4,16,-4,59,1,10,-4,0,-4,416,20000,2,60000,-4,1,1,3333,3334,3300,3,0,0
1710,1,-4,114,-4,0,-4,4,18,-4,55,4,-4,-4,0,1,511,50000,4,60000,1,2,0,5000,0,5000,3,1,0
1713,1,16,-4,-4,-5,-5,-5,8,-4,53,4,-4,-4,0,-4,580,-4,3,10000,-4,3,0,-2,-2,-2,3,0,0
1733,6,-4,-4,-4,-5,-5,-5,15,-4,53,1,8,-4,0,-4,534,-4,4,-2,-4,1,1,-2,-2,-2,3,1,0
1738,6,18,101,-4,0,-4,2,12,-4,55,1,5,-4,0,0,690,-4,3,18000,-4,2,0,0,0,10000,3,0,0
1752,6,-4,-4,-4,0,-4,20,14,-4,49,1,8,-4,0,1,566,19000,7,75000,-4,3,0,0,0,10000,3,0,0
1762,6,17,80,-4,1,-4,-4,12,-4,53,1,7,-4,1,-4,575,-4,2,20000,-4,2,0,0,5000,5000,3,0,0
1778,1,17,114,-4,0,-4,-4,12,-4,59,1,4,-4,0,-4,-4,-4,1,-1,-4,2,1,-2,-2,-2,3,0,0
1779,6,-4,110,-4,0,-4,-4,16,-4,53,1,5,-4,0,-4,435,25000,3,50000,-4,2,1,3300,3300,3300,3,1,0
1780,1,19,96,-4,0,-4,-4,12,-4,58,1,11,-4,0,-4,373,24000,1,-2,-4,1,1,10000,0,0,3,0,0
1784,6,-4,-4,-4,0,-4,-4,14,-4,50,4,-4,-4,0,-4,373,33000,4,34000,-4,1,0,10000,0,0,3,2,0
1786,1,17,104,12,1,10,-4,12,-4,58,1,3,-4,0,-4,579,17000,3,14000,-4,2,0,0,0,10000,3,0,0
1788,6,-4,116,-4,1,10,25,12,-4,52,1,5,-4,1,1,411,20000,3,70000,-4,1,0,0,0,10000,3,1,0
1806,1,18,94,-4,0,-4,10,13,-4,55,1,8,-4,0,1,373,-2,1,72000,-4,1,0,10000,0,0,3,0,0
1817,6,-4,99,-4,0,-4,-4,12,-4,51,1,4,-4,0,0,431,30000,3,75000,-4,2,1,5000,0,5000,3,0,0
1827,6,-4,111,-4,0,-4,20,18,-4,53,4,-4,-4,0,1,373,85000,1,50000,1,1,0,0,0,0,3,0,0
1828,6,-4,91,-4,0,-4,4,12,-4,52,1,4,-4,0,1,574,-4,4,-1,-4,2,0,0,10000,0,3,0,0
1839,6,-4,103,-4,0,-4,-4,12,-4,51,1,4,-4,0,-4,502,10000,5,-2,-4,1,0,-2,-2,-2,3,0,0
1844,6,-4,68,-4,-5,-5,-5,12,-4,50,1,4,-4,1,-4,436,23000,2,50000,-4,2,1,10000,0,0,3,0,0
1850,6,-4,115,-4,0,-4,2,16,-4,55,4,-4,-4,0,1,416,43000,3,30000,-4,1,1,4000,0,6000,3,0,0
1853,6,-4,112,-4,1,-4,-4,12,-4,51,1,5,-4,1,0,461,32000,3,50000,-4,1,0,0,0,10000,3,0,0
1859,6,19,111,-4,0,-4,-4,15,-4,58,1,9,-4,0,0,373,-4,2,-2,-4,1,0,5000,0,5000,3,0,0
1865,6,-4,97,-4,-5,-5,-5,17,-4,56,1,10,-4,0,1,428,50000,3,100000,-4,2,1,7500,2500,0,3,0,1
1872,6,16,82,-4,1,10,1,9,-4,55,6,-4,-4,1,-4,375,0,5,16000,-4,2,0,5000,0,5000,3,0,0
1874,6,-4,94,-4,0,-4,-4,16,-4,55,4,-4,-4,0,1,375,-1,4,24000,-4,1,0,10000,0,0,3,0,0
1875,6,21,108,-4,0,-4,1,13,-4,57,1,8,-4,0,1,381,42000,2,60000,-4,1,1,5000,5000,0,3,1,0
1879,6,-4,121,16,0,-4,2,17,-4,50,1,10,-4,0,1,420,-4,1,-2,-4,2,1,3400,3300,3300,3,1,0
1880,6,-4,103,-4,0,-4,2,14,-4,52,1,4,-4,0,1,428,-4,2,100000,-4,1,0,0,0,10000,3,2,0
1883,1,14,-4,-4,1,5,-4,9,-4,57,5,-4,-4,1,-4,441,4000,3,18400,-4,1,1,3300,3300,3400,3,0,0
1884,1,21,133,-4,0,-4,1,-5,-4,59,1,4,-4,0,-4,373,38000,1,38000,-4,1,0,3300,3300,3300,3,0,0
1902,6,-4,116,-4,0,-4,-4,17,-4,54,1,10,-4,0,-4,582,-1,2,-2,-4,1,0,10000,0,0,3,2,0
1905,1,21,130,-4,0,-4,-4,18,-4,59,1,10,-4,0,-4,416,42000,1,50000,-4,1,0,3330,3330,3330,3,0,0
1906,6,-4,127,-4,0,-4,3,18,-4,53,1,8,-4,0,1,561,100,1,75000,-4,1,1,0,8000,2000,3,0,1
1930,6,-4,115,-4,0,-4,-4,16,-4,56,1,4,-4,0,1,387,62000,2,100000,-4,1,0,0,2500,7500,3,0,0
1932,1,18,109,-4,0,-4,2,12,-4,60,4,-4,-4,0,1,670,34000,5,60000,-4,3,0,0,5000,5000,3,1,0
1958,6,-4,-4,-4,1,-4,10,12,-4,50,3,-4,4,1,1,574,100000,4,-2,-4,1,0,10000,0,0,3,1,0
1962,1,17,104,-4,0,-4,10,13,-4,60,1,4,-4,0,1,474,-2,2,35000,-4,1,0,0,0,10000,3,0,0
1964,1,17,127,-4,0,-4,1,12,-4,60,4,-4,-4,0,1,477,50000,1,40000,-4,2,0,5000,5000,0,3,0,0
1966,1,19,109,-4,0,-4,-4,14,-4,56,1,10,-4,0,0,373,50000,4,35000,-4,1,0,0,0,10000,3,0,0
1978,6,-4,105,-4,1,5,1,-5,-4,50,1,4,-4,1,-4,426,-4,3,24000,-4,1,0,0,0,10000,3,0,1
1994,1,17,90,-4,0,-4,-4,12,-4,53,1,6,-4,0,1,531,23920,2,60000,-4,2,0,6000,4000,0,3,0,0
1997,1,15,-4,-4,0,-4,-4,5,-4,59,1,-2,-4,0,-4,387,-4,3,7000,-4,1,0,0,0,0,3,1,0
2007,1,16,105,12,-5,-5,-5,12,-4,59,1,4,-4,0,-4,550,-4,3,23000,-4,2,0,10000,0,0,3,0,0
2021,1,21,115,-4,0,-4,3,16,-4,58,1,10,-4,0,1,373,-4,2,50000,-4,1,0,5000,3000,2000,3,0,0
2035,6,-4,-4,-4,0,-4,-4,16,-4,49,1,10,-4,0,1,479,-4,2,-1,-4,2,1,0,5000,5000,3,2,0
2057,4,15,116,-4,1,-4,4,12,-4,56,4,-4,-4,1,1,511,40000,2,8000,-4,2,1,0,1000,1000,3,0,0
2059,6,-4,118,-4,0,-4,10,16,-4,52,1,10,-4,0,1,594,32000,3,50000,-4,1,1,10000,0,0,3,2,0
2061,6,-4,109,-4,1,10,-4,12,-4,51,1,6,-4,0,1,513,9000,2,50000,-4,1,0,6000,4000,0,3,0,0
2077,6,-4,-4,-4,1,2,2,-5,-4,50,4,-4,-4,0,0,496,29000,4,40000,-4,2,0,0,0,10000,3,1,0
2079,1,16,103,-4,1,-4,-4,13,-4,58,1,4,-4,0,-4,573,22000,3,15000,-4,2,0,-2,-2,-2,3,0,0
2083,1,16,108,-5,-5,-5,-5,-5,-4,80,4,-4,-4,0,-4,426,-4,3,3000,-4,2,0,0,0,0,3,0,0
2089,6,-4,119,-4,0,-4,-4,16,-4,52,1,4,-4,0,1,373,50000,2,45000,-4,1,0,2500,5000,2500,3,0,0
2090,1,21,120,-4,0,-4,7,16,-4,58,1,8,-4,0,1,453,-4,2,-2,-4,1,1,3400,3300,3300,3,0,0
2095,1,18,81,-4,0,-4,5,12,-4,59,1,4,-4,0,0,373,6000,2,24000,-4,2,0,-2,-2,-2,3,0,0
2099,1,13,-4,-4,-5,-5,-5,-5,-4,60,4,-4,-4,0,1,686,150001,2,90000,-4,2,0,0,2500,0,3,0,1
2101,1,16,-4,-5,-5,-5,-5,11,-4,55,4,-4,-4,1,1,612,-4,4,-2,-4,1,0,-1,-1,-1,3,0,0
2129,6,18,108,-4,1,-4,-4,12,-4,54,4,-4,-4,1,0,373,50000,3,-2,-4,2,0,0,0,10000,3,0,1
2130,6,-4,99,-4,0,-4,-4,13,-4,51,1,5,-4,0,1,373,36000,3,-2,-4,2,0,5000,5000,0,3,0,0
2131,1,17,-4,-4,1,-4,2,12,-4,55,1,3,-4,1,-4,373,7300,1,-2,-4,1,0,0,-2,-2,3,0,0
2140,1,19,111,-4,0,-4,4,12,-4,56,1,4,-4,0,1,531,-4,3,30000,-4,1,0,5000,0,5000,3,0,0
2157,1,17,110,-4,0,-4,-4,13,-4,55,1,4,-4,0,1,485,12800,3,40000,-4,2,0,4000,3000,3000,3,0,0
2164,6,-4,77,-4,1,-4,2,13,-4,50,1,6,-4,1,1,539,-4,4,27000,-4,2,0,3300,3300,3300,3,2,0
2168,6,-4,-4,-4,0,-4,1,16,-4,51,1,7,-4,0,1,373,27000,3,65000,-4,1,1,0,0,10000,3,1,0
2170,6,-4,93,-4,0,-4,6,12,-4,50,1,5,-4,0,1,477,26000,3,35000,-4,2,0,3300,3300,3300,3,0,0
2173,1,18,100,12,0,-4,-4,13,-4,54,4,-4,-4,0,1,373,39000,2,42000,-4,1,0,0,0,10000,3,0,1
2179,1,21,114,-4,0,-4,3,14,-4,58,1,4,-4,0,1,490,34000,7,70000,-4,2,0,3000,3000,3000,3,0,0
2189,6,18,118,-4,0,-4,2,12,-4,54,1,6,-4,0,-4,391,40000,2,40000,-4,2,0,0,0,10000,3,0,0
2200,1,17,90,-4,0,-4,3,12,-4,55,4,-4,-4,0,1,373,-4,4,5000,-4,1,0,10000,0,0,3,0,0
2230,1,16,93,-4,1,10,-4,12,-4,57,1,5,-4,0,-4,373,20000,1,-2,-4,1,0,-2,-2,-2,3,0,0
2257,1,18,122,13,0,-4,4,13,-4,55,1,10,-4,0,1,539,-4,4,-2,-4,2,0,10000,0,0,3,0,0
2262,1,17,87,-4,0,-4,-4,13,-4,57,1,4,-4,0,-4,466,23860,4,45000,-4,2,0,0,0,10000,3,0,0
2265,1,19,82,-4,0,-4,-4,13,-4,59,1,6,-4,0,0,514,-4,4,50000,-4,2,0,0,10000,0,3,1,1
2269,6,-4,112,-4,0,-4,25,17,-4,55,1,8,-4,0,1,513,30000,2,100000,-4,1,1,-2,-2,-2,3,1,0
2271,6,-4,117,-4,1,10,-4,13,-4,51,1,7,-4,0,-4,373,27000,4,-2,-4,1,0,-2,-2,-2,3,0,0
2275,6,-4,106,-4,0,-4,2,-5,-4,52,1,10,-4,0,1,373,22000,3,75000,-4,1,0,2000,3000,5000,3,0,1
2280,1,17,113,-4,0,-4,5,12,-4,54,1,10,-4,0,1,427,31000,3,60000,-4,1,1,5000,2500,2500,3,0,0
2284,1,16,-4,-4,0,-4,-4,11,-4,54,1,4,-4,0,-4,524,-4,1,50000,-4,1,0,3000,3000,4000,3,0,0
2288,1,-4,124,18,0,-4,3,18,-4,57,1,-4,-4,0,1,524,58000,5,70000,-4,2,0,6000,3000,1000,3,0,0
2296,1,21,116,-4,0,-4,10,16,-4,57,1,10,-4,0,1,373,-1,2,-1,-4,1,0,-2,-2,-2,3,0,1
2298,1,-4,113,-4,-5,-5,-5,15,-4,60,4,-4,-4,0,0,483,12000,7,12000,-4,2,0,7500,1000,1500,3,0,1
2303,2,15,-4,-4,1,-4,-4,7,-4,52,4,-4,-4,0,-4,593,-4,4,6000,-4,2,0,-2,-2,-2,3,0,1
2309,4,17,114,-4,0,-4,30,12,-4,59,1,4,-4,1,1,592,38000,2,50000,-4,1,0,3000,0,0,3,0,1
2315,6,-4,75,-4,1,3,-1,15,-4,51,5,-4,-4,0,-4,544,28000,6,50000,-4,1,0,0,0,10000,3,0,1
2354,6,-4,-4,-4,0,-4,-4,12,-4,50,3,-4,-4,0,-4,613,21000,7,25000,-4,3,0,5000,2500,2500,3,0,0
2356,6,-4,-4,-4,0,-4,16,18,-4,56,1,8,-4,0,1,373,57000,1,85000,-4,1,0,0,7500,2500,3,0,0
2361,1,18,108,-4,0,-4,-4,-5,-4,55,1,4,-4,0,-4,584,-4,-1,-1,-4,2,0,5000,0,5000,3,0,1
2363,6,-4,-4,14,0,-4,4,14,-4,50,4,-4,-4,0,1,599,41000,5,45000,-4,2,0,5000,2500,2500,3,0,1
2370,1,18,103,-4,0,-4,-4,-5,-4,54,1,4,-4,0,0,685,16000,4,50000,-4,2,1,5000,0,5000,3,0,0
2372,5,15,-4,-4,1,10,-4,14,-4,57,4,-4,-4,1,-4,453,65000,2,50000,-4,2,0,0,0,10000,3,1,1
2383,6,20,80,-4,0,-4,-4,15,-4,56,1,7,-4,0,-4,431,-4,1,-1,-4,1,0,-2,-2,-2,3,1,1
2384,6,-4,74,-4,0,-4,-4,14,-4,54,1,10,-4,0,-4,505,30000,3,-2,-4,2,0,-2,-2,-2,3,1,0
2391,1,16,-4,-4,0,-4,-4,11,-4,59,1,-2,-4,-1,-4,602,-4,3,-1,-4,2,-1,-1,-1,-1,3,0,1
2400,6,-4,-4,-4,0,-4,-4,12,-4,51,1,5,-4,0,-4,373,43000,2,24000,-4,2,1,3300,3300,3400,3,0,1
2414,6,-4,97,-4,0,-4,-4,11,-4,51,1,1,-4,0,-4,523,-4,4,42000,-4,2,0,10000,0,0,3,1,1
2419,1,17,-4,-4,0,-4,2,-5,-4,55,1,4,-4,0,1,373,44000,3,60000,-4,2,0,0,0,2000,3,0,1
2422,6,-4,999,-4,-5,-5,-5,12,-4,54,6,-4,-4,0,1,373,15000,6,50000,-4,2,0,3330,3330,3330,3,2,1
2426,1,20,999,-4,0,-4,-4,12,-4,59,4,-4,-4,0,-4,509,5000,4,15000,-4,2,0,0,0,10000,3,2,1
2432,6,-4,126,-5,0,-4,3,17,-4,53,1,8,-4,0,1,625,100000,5,100000,-4,3,1,0,0,10000,3,0,1
2433,6,16,76,-5,-5,-5,-5,13,-4,60,3,-4,-4,0,1,440,-4,3,6000,-4,1,0,0,0,10000,3,0,1
2440,6,-4,-4,-4,-5,-5,-5,-5,-4,51,5,-4,-4,0,-4,613,-4,2,20000,-4,2,0,33,33,33,3,1,1
2452,6,-4,85,-4,-5,-5,-5,11,-4,51,1,4,-4,0,-4,478,-4,3,71000,-4,2,1,5000,5000,0,3,1,1
2470,6,-4,92,-4,1,15,5,-5,-4,51,5,-4,-4,1,-4,565,-4,3,-2,-4,2,0,0,1500,1500,3,0,1
2521,6,-4,114,-4,0,-4,-4,16,-4,53,1,10,-4,0,-4,426,900,1,65000,-4,1,0,0,0,0,3,0,1
2526,6,-4,86,-4,1,10,-4,-5,-4,53,1,6,-4,0,0,384,25000,3,48000,-4,1,0,3000,7000,0,3,0,1
2529,1,17,108,-4,0,-4,-4,11,-4,53,4,-4,-4,0,-4,378,48000,4,50000,-4,2,0,0,1000,9000,3,1,1
2546,6,-4,-4,-4,0,-4,30,16,-4,53,1,4,-4,0,1,458,37000,5,100000,-4,2,0,3300,3300,3300,3,0,1
2557,1,18,100,-4,0,-4,-4,12,-4,56,1,4,-4,0,-4,478,-4,3,-1,-4,1,0,2000,6000,2000,3,0,1
2561,6,-4,83,16,0,-4,-4,17,-4,53,1,8,-4,0,1,469,32000,3,80000,-4,2,1,5000,2000,3000,3,1,1
2571,1,19,131,18,1,-4,1,18,-4,55,4,-4,-4,1,0,591,100000,2,100000,-4,3,1,4000,4000,2000,3,0,1
2580,1,17,111,-4,1,10,-4,12,-4,60,1,4,-4,1,1,416,-4,2,60000,-4,1,0,0,7000,3000,3,0,1
2590,1,17,-4,-4,1,-4,8,11,-4,60,4,-4,-4,1,0,430,7300,3,18300,-4,2,0,5000,0,5000,3,0,1
2610,1,18,107,-4,0,-4,-4,13,-4,60,1,9,-4,0,-4,416,-4,3,80000,-4,2,1,5000,0,5000,3,0,1
2617,6,21,117,16,0,-4,-4,18,-4,59,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,1
2628,1,16,113,12,1,10,2,13,1,54,1,-2,-4,0,-4,622,-1,4,-1,-4,3,0,-1,-1,-1,3,0,1
2640,6,18,97,-4,0,-4,12,16,-4,55,4,-4,-4,0,-4,461,75000,-1,-1,-4,-1,1,5000,0,5000,3,2,1
2641,6,-4,100,-4,0,-4,-4,16,-4,55,1,8,-4,0,-4,406,31000,2,60000,1,1,1,5000,2500,2500,3,0,1
2655,6,-4,-4,-4,1,18,1,12,-4,51,6,-4,-4,0,-4,447,21000,3,-2,-4,2,0,400,7000,2600,3,1,1
2663,6,18,125,-4,0,-4,-4,12,-4,57,1,8,-4,0,-4,562,29500,3,50000,-4,2,1,1000,6000,3000,3,1,1
2703,6,-4,103,-4,1,-4,1,14,-4,52,4,-4,-4,1,0,462,28000,1,-2,-4,1,1,0,0,0,3,0,1
2709,6,-4,92,-4,0,-4,-4,16,-4,52,1,6,-4,0,0,566,38000,3,40000,-4,2,0,3300,3300,3400,3,1,1
2730,1,19,81,-4,0,-4,-4,12,-4,54,1,6,-4,0,-4,456,-4,2,48000,-4,2,0,10000,0,0,3,0,1
2741,1,20,-4,-4,1,7,1,17,-4,55,1,9,-4,1,0,583,-4,2,100000,-4,2,0,3333,3333,3334,3,0,1
2748,6,-4,-4,-4,0,-4,-4,16,-4,53,4,-4,-4,0,0,528,27000,5,25000,-4,2,1,-2,-2,-2,3,0,0
2772,6,-4,91,-4,1,12,-4,12,-4,52,4,-4,-4,1,0,373,19000,7,27000,-4,1,0,0,10000,0,3,0,1
2782,6,18,-4,-4,0,-4,2,18,-4,54,1,10,-4,1,1,498,-4,3,40000,-4,2,1,0,0,10000,3,2,1
2786,6,-4,-4,-5,0,-4,-4,12,-4,50,1,8,-4,0,0,553,-4,3,75000,-4,2,0,2000,2000,6000,3,1,1
2788,6,-4,999,-4,0,-4,-4,12,-4,52,1,8,-4,0,0,411,36400,3,70000,-4,1,0,0,0,10000,3,1,1
2790,6,-4,999,-4,0,-4,-4,14,-4,55,1,5,-4,0,-4,373,-2,3,-2,-4,2,1,-2,-2,-2,3,0,1
2792,6,21,120,-4,1,-4,30,16,-4,59,4,-4,-4,0,-4,373,-4,2,35000,-4,1,0,10000,0,0,3,2,1
2816,1,17,92,-4,1,10,-4,12,-4,54,1,6,-4,1,-4,585,-4,1,25000,-4,2,0,9000,0,1000,3,0,0
2826,6,-4,-4,-5,0,-4,-4,12,-4,50,1,4,-4,0,-4,451,13000,3,26000,-4,2,0,2500,0,7500,3,0,1
2835,6,18,86,-4,0,-4,-4,12,-4,55,1,4,-4,0,-4,650,-4,3,35000,-4,3,0,0,0,0,3,0,1
